label,text
Supply,"Hi my friend is looking for someone to take over their lease for 1b 1b near San Jose state. It’s pet friendly, the apartment complex has a rooftop, grills, pool, game rooms, and pet washing station. The bus stop is across the street and train station about 10 min walk. The lease ends in February, rent is 2464$/ monthly. Lmk!"
Supply,"Hi there! I am currently looking for a female to take over the remainder of my lease at The Grad in San Jose for the entire spring 2024 semester (January-July) and the lease ends July 31st.  -Price (exact per month): $1691.95
- This cost includes base rent ($1629), mitigated risk fee ($12.95), and premium bedroom fee ($50)
- a one-time fee of $60 will be charged your first month to cover utilities
- Premium bedroom (bedroom and bathroom are connected)
- I live with 3 other girls who also have their own private bathrooms and bedrooms
- My roommates are very friendly, sweet, and clean
- Fully furnished room (bed, desk, dresser)
- Fully furnished living space (couch, TV, table)
- All kitchen appliances included (microwave, oven, stove, dishwasher)
- Great amenities (gym, pool, rec room, yoga studio)
- Walking distance from SJSU campus (1 minute)
- Washer and dryer in unit
- Walk-in closet in the room
- D2 floorplan with bedroom D
- Low floor level"
Supply,"🚨🚨🚨 URGENT 🚨🚨🚨

Hi! I have a private single bedroom available at One South Market Apartments. The apartment is a 3bed 2bath, and I'm looking to fill one of the single bedrooms (10.5 feet by 10 feet) ASAP for the beginning of November or even mid-October (prorated rent). Rent is $1250. The living space is also really nice and the building has a gym, pool, and is right in downtown, about a 7 minute walk to campus. I've included photos of our living arrangement below, 2 photos of the room, a photo of the bathroom, photos of the common area with the kitchen and living room (plus one of the roommates Ebe), the dog kennel, and the view from the balcony. The place is available for immediate move in.
Please message me if you’re interested or have any questions!"
Supply,"Furnished Master bedroom with private bathroom for rent in Willow Glen/Cambrian area of San Jose.  Near SJSU (about 10-15 mins drive).  Reside with 2 other young professionals (engineers) that work full time.  Rent is $1700/month (includes wifi, electricity, water).  Kitchen and laundry available. 

Clean and quiet property.  Looking for tidy and respectful quiet person looking for the same. 

Please no outdoor shoes in home, pets or smoking/drugs.

Plenty of parking available in front of home"
Supply,An opening is available for master bedroom in 2bed/2bath apartment. Rents 1353+utilities. 10 minutes to SJSU. Unfurnished room and furnished apartment. Safe neighborhood near Willow Glen.
Supply,"Hi everyone! I have 2 rooms available immediately in a 3bd 2 bath at a luxury apartment complex. The apartment is tucked away in a gated community that is pet friendly which is safe and even has a beautiful pool view. The apartment comes with full amenities. AC, dishwasher, washer dryer etc. The complex also has a pool, hot tub, and a gym. The price is 1200 per month for the small room and 1300 per month for the big room before utilities which is about 40 dollars per person. It is right opposite to a rail station which is perfect if you don't have a car or if you're a transfer student. It is 12 minutes from SJSU and 9 minutes from SCU. Let me know if you're interested!"
Supply,"Hi there! I am currently looking for a female to take over the remainder of my lease at The Grad in San Jose for the entire spring 2024 semester (January-July) and the lease ends July 31st.  -Price (exact per month): $1691.95
- This cost includes base rent ($1629), mitigated risk fee ($12.95), and premium bedroom fee ($50)
- a one-time fee of $60 will be charged your first month to cover utilities
- Premium bedroom (bedroom and bathroom are connected)
- I live with 3 other girls who also have their own private bathrooms and bedrooms
- My roommates are very friendly, sweet, and clean
- Fully furnished room (bed, desk, dresser)
- Fully furnished living space (couch, TV, table)
- All kitchen appliances included (microwave, oven, stove, dishwasher)
- Great amenities (gym, pool, rec room, yoga studio)
- Walking distance from SJSU campus (1 minute)
- Washer and dryer in unit
- Walk-in closet in the room
- D2 floorplan with bedroom D
- Low floor level"
Unknown,
Unknown,
Supply,"Hi Folks,

We have a beautiful corner unit condo for rent. Please reach out if interested.

"
Supply,"We are two working professionals starting a new lease by securing a 3-bedroom apartment at Golden Oak Park in San Jose, starting November 1st. 
Our search has led us to a beautiful and spacious apartment within a highly regarded and safe community
we have an available separate room. if you or someone(male/female) you know is on the lookout for a new place to move in, please reach out to me.

The apartment is having a centralized A/C, heating, in-unit laundry a beautiful balcony with a Mountain View. The community is having a good pool, golf theater, yoga center, gym, fire place, BBQ place, underground parking.

Rent is 1375 including utilities 

Feel free to send me a message or you can drop a comment below , if you're interested or know of someone who might be. Thank you!"
Demand,"Hi everyone,

I am looking for private room or shared accomodation (in 2 sharing room) from mid January in and around SJSU or any near by place with public transportation would do. I am from Hyderabad, India and I’m a non smoker and non drinker. 

Please ping me if there are any leads."
Supply,"Hi! I have a private single bedroom available at One South Market Apartments. The apartment is a 3bed 2bath, and I'm looking to fill one of the single bedrooms (10.5 feet by 10 feet) ASAP for the beginning of November or even mid-October (prorated rent). Rent is $1250. The living space is also really nice and the building has a gym, pool, and is right in downtown, about a 7 minute walk to campus. I've included photos of our living arrangement below, 2 photos of the room, a photo of the bathroom, photos of the common area with the kitchen and living room (plus one of the roommates Ebe), the dog kennel, and the view from the balcony.
Please message me if you’re interested or have any questions!"
Demand,"Hello everyone, 

I am looking for accomodation (private room) from mid January. Location preferences are in or around Sjsu or any other location which has easy access to public transportation would do. I am from Hyderabad, India, and I do not smoke or drink. If anyone has any leads, please feel free to ping me. 

Thank you in advance!"
Unknown,
Supply,"Permanent accommodation is available for 1 female from Dec at 33 South Third in a bedroom where you will share the room with two other girls
Rent is ~540$
It is a 2 bed 2.5 bath townhouse

Amenities - The apartment is right in front of the university. VTA bus stop is 1 min walk from the apartment, Gym. In-house washer/dryer, dishwasher, AC/heater.

🏡 Apartment: 2 Bed 2.5 Bath
📍 Location: 33 South Third Street
🚍 Bus and Light Rail (VTA): 1 min walk
🚶Right in front of SJSU university
Facilities:
🥘 Fully Equipped Kitchen
🧺 In-house washer and dryer
🧽 Dishwasher
🏋️ Gym
Grocery stores:
🛒 Bargain: 5 mins walk
🏢 SJSU: 2 mins walk

Contact for more details: +1 425 956 4125"
Supply,
Supply,"Temporary accommodation is available for a female at Avalon at Cahill park ( 754 the Alameda) in a shared bedroom.
Rent: $520 + utilities. 

Dates : Dec 1 to Feb 29 (Flexible)
🚍 Bus and Light Rail (VTA): 1 min walk
Facilities: In-house washer and dryer, Gym
Grocery stores: Wholefoods (opposite)
SJSU: 15-20mins"
Supply,"Private room for rent

The LEX San Jose, California 95134

Hey everyone,

I'm looking for a roommate to occupy the other bedroom of my 2b2b apartment at the the Lex, San Jose, CA 95123. Monthly rent is $3500 and your share will be $1800( including utilities, wifi & water). This is a split bedroom floor plan(rooms are separated by the living room) and is a well-lit, spacious unit. You will have a walk-in closet and your private patio. The swimming pool is in front of the apartment and overall this community is quiet and peaceful!

This apartment ( partially furnished) is equipped with:
Oven
Dishwasher
Laundry
Refrigerator
Microwave Oven
Air-conditioning
Parking is $30
Trash valet $30 
NEST thermostats 

I am looking for someone(preferably non smoking and young professionals, female) to move-in around Nov 5th-20th. I am happy to set up a virtual or in-person tour if you're interested.

Looking forward in interviewing candidates ,"
Supply,"*LOOKING/AVAILABLE 

Hi everyone! I'm posting again on behalf of my roommate who is moving out in December. I am looking for someone new to move in toward the end of November/beginning of December. Girls ONLY please. 

We're located just 7-10 minutes walking distance from campus on South 4th Street by the freeway entrance and the Spartan Gas Station. This is for a SHARED room, rent is $600 a month plus utilities, which are split evenly. 

Unfortunately, there are no extra parking spaces. We are alcohol and 420 friendly! If you're interested feel free to send me a message telling me a little about yourself. :)"
Supply,"We are three working professionals starting  a new lease by securing a 3-bedroom apartment at Golden Oak Park in San Jose, starting November 1st.
Our search has led us to a beautiful and spacious apartment within a highly regarded and safe community
we have an available separate room. if you or someone you know is on the lookout for a new place to move in, please reach out to me.  Feel free to send us a message, or you can drop a comment below if you're interested or know of someone who might be. Thank you!"
Supply,Hi! We're still looking for a girl to take over a lease for a private room 2 blocks away from campus starting Nov 1st. Rent is $1100/mo for a private room in a 2bd apartment. Looking for a non-smoking and not too loud roommate. Please reach out to me if you're interested ☺️
Supply,"Temporary accommodation available for females at pavona apartments, in a 2B2B apartment.

Date of Availability: October 11 - January 24 (flexible)
Fully furnished flat

Rent: $550+utilities/month (3 sharing)

Address:760 N 7th St, San Jose, CA, 95112

15 minutes walk to SJSU , 5 mins to grocery stores, 1 minute walk to VTA Bus stop 

Amenities: Bed and bedframe , Washer Dryer, Microwave, Oven, Refrigerator, AC/Heater, TV .
Community Amenities:  jacuzzi, barbecue, Gym, pool, Lounge area."
